	model	target_class	precision	recall	f1
0	/home/ahatfield/midtermreplication/afrolm_all_model	NOUN	0.9509213990221888	0.6982877658105495	0.8052547770700637
1	/home/ahatfield/midtermreplication/afrolm_all_model	ADP	0.7606478704259149	0.8898245614035087	0.8201811125485123
2	/home/ahatfield/midtermreplication/afrolm_all_model	PROPN	0.8723247232472324	0.964110929853181	0.9159240604416893
3	/home/ahatfield/midtermreplication/afrolm_all_model	VERB	0.9360558839333691	0.7718210013291981	0.8460417678484702
4	/home/ahatfield/midtermreplication/afrolm_all_model	CCONJ	0.773109243697479	0.6583184257602862	0.7111111111111111
5	/home/ahatfield/midtermreplication/afrolm_all_model	NUM	0.8755364806866953	0.9532710280373832	0.912751677852349
6	/home/ahatfield/midtermreplication/afrolm_all_model	PUNCT	0.9929386203150462	0.9978165938864629	0.9953716308194936
7	/home/ahatfield/midtermreplication/afrolm_all_model	PRON	0.5973180076628353	0.9786566227244193	0.741851058767547
8	/home/ahatfield/midtermreplication/afrolm_all_model	SCONJ	0.21568627450980393	0.05452292441140025	0.08704253214638971
9	/home/ahatfield/midtermreplication/afrolm_all_model	AUX	0.37432744043043814	0.9779116465863453	0.5414118954974986
10	/home/ahatfield/midtermreplication/afrolm_all_model	DET	0.6140939597315436	0.7833904109589042	0.6884875846501128
11	/home/ahatfield/midtermreplication/afrolm_all_model	PART	0.0	0.0	0.0
12	/home/ahatfield/midtermreplication/afrolm_all_model	ADV	0.10091743119266056	0.5076923076923077	0.1683673469387755
13	/home/ahatfield/midtermreplication/afrolm_all_model	ADJ	0.7398523985239852	0.842436974789916	0.787819253438114
14	/home/ahatfield/midtermreplication/afrolm_all_model	SYM	0.0	0.0	0.0
15	/home/ahatfield/midtermreplication/afrolm_all_model	INTJ	0.0	0.0	0.0
