	model	target_class	precision	recall	f1
0	/home/ahatfield/midtermreplication/afrolm_all_model	NOUN	0.9373015873015873	0.939538583929992	0.9384187524831148
1	/home/ahatfield/midtermreplication/afrolm_all_model	ADP	0.8395113732097725	0.9513126491646778	0.8919221302304766
2	/home/ahatfield/midtermreplication/afrolm_all_model	PROPN	0.9484953703703703	0.9414129810453762	0.9449409051599885
3	/home/ahatfield/midtermreplication/afrolm_all_model	ADJ	0.7343173431734318	0.3841698841698842	0.5044359949302915
4	/home/ahatfield/midtermreplication/afrolm_all_model	VERB	0.8852772466539197	0.9391480730223124	0.9114173228346457
5	/home/ahatfield/midtermreplication/afrolm_all_model	CCONJ	0.7990196078431373	0.8467532467532467	0.8221941992433796
6	/home/ahatfield/midtermreplication/afrolm_all_model	PUNCT	0.9633867276887872	0.9960567823343849	0.9794493989918573
7	/home/ahatfield/midtermreplication/afrolm_all_model	ADV	0.5059880239520959	0.34845360824742266	0.4126984126984127
8	/home/ahatfield/midtermreplication/afrolm_all_model	DET	0.8339483394833949	0.8218181818181818	0.8278388278388278
9	/home/ahatfield/midtermreplication/afrolm_all_model	SYM	0.0	0.0	0.0
10	/home/ahatfield/midtermreplication/afrolm_all_model	AUX	0.8690476190476191	0.8732057416267942	0.8711217183770883
11	/home/ahatfield/midtermreplication/afrolm_all_model	SCONJ	0.8613445378151261	0.6612903225806451	0.7481751824817519
12	/home/ahatfield/midtermreplication/afrolm_all_model	PRON	0.6592592592592592	0.726530612244898	0.6912621359223301
13	/home/ahatfield/midtermreplication/afrolm_all_model	NUM	0.9141221374045801	0.935546875	0.9247104247104247
14	/home/ahatfield/midtermreplication/afrolm_all_model	PART	0.0	0.0	0.0
