	model	target_class	precision	recall	f1
0	../cosc426/Dione-Midterm-Replication-/XLM_sna	NOUN	0.8100519112789052	0.9103686024927075	0.857285553752029
1	../cosc426/Dione-Midterm-Replication-/XLM_sna	ADP	0.7779106858054227	0.9312649164677804	0.847708016510971
2	../cosc426/Dione-Midterm-Replication-/XLM_sna	PROPN	0.9401759530791789	0.9207352096496266	0.930354033662217
3	../cosc426/Dione-Midterm-Replication-/XLM_sna	ADJ	0.6666666666666666	0.003861003861003861	0.007677543186180422
4	../cosc426/Dione-Midterm-Replication-/XLM_sna	VERB	0.7319385420071919	0.908316430020284	0.8106444605358436
5	../cosc426/Dione-Midterm-Replication-/XLM_sna	CCONJ	0.7255520504731862	0.5974025974025974	0.6552706552706553
6	../cosc426/Dione-Midterm-Replication-/XLM_sna	PUNCT	0.9575757575757575	0.9968454258675079	0.9768160741885626
7	../cosc426/Dione-Midterm-Replication-/XLM_sna	ADV	0.2846153846153846	0.07628865979381444	0.12032520325203253
8	../cosc426/Dione-Midterm-Replication-/XLM_sna	DET	0.672962226640159	0.8206060606060606	0.7394866193336974
9	../cosc426/Dione-Midterm-Replication-/XLM_sna	SYM	0.0	0.0	0.0
10	../cosc426/Dione-Midterm-Replication-/XLM_sna	AUX	0.6662030598052852	0.5729665071770335	0.6160771704180065
11	../cosc426/Dione-Midterm-Replication-/XLM_sna	SCONJ	0.9381443298969072	0.29354838709677417	0.44717444717444715
12	../cosc426/Dione-Midterm-Replication-/XLM_sna	PRON	0.5882352941176471	0.40816326530612246	0.4819277108433735
13	../cosc426/Dione-Midterm-Replication-/XLM_sna	NUM	0.9529914529914529	0.435546875	0.5978552278820375
14	../cosc426/Dione-Midterm-Replication-/XLM_sna	PART	0.0	0.0	0.0
